id,ACTIONS_CRM_CONTACTS_sum,ACTIONS_CRM_COMPANIES_sum,ACTIONS_CRM_DEALS_sum,ACTIONS_EMAIL_sum,USERS_CRM_CONTACTS_sum,USERS_CRM_COMPANIES_sum,USERS_CRM_DEALS_sum,USERS_EMAIL_sum,WHEN_TIMESTAMP_nunique,WHEN_TIMESTAMP_min,WHEN_TIMESTAMP_max,activity_span_days,recency_days,total_actions,ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,is_customer
277,0,0,0,0,0,0,0,0,1,2019-02-25,2019-02-25,0,518,0,86837.0,201 to 1000,HIGHER_EDUCATION,0
278,10,0,2,0,2,0,2,0,3,2019-02-25,2019-06-17,112,406,12,58796.0,1001 to 10000,CONSUMER_SERVICES,0
278,10,0,2,0,2,0,2,0,3,2019-02-25,2019-06-17,112,406,12,,1001 to 10000,,0
281,0,0,0,0,0,0,0,0,2,2020-04-20,2020-04-27,7,91,0,16000001.0,11 to 25,,0
283,0,0,0,0,0,0,0,0,1,2020-05-11,2020-05-11,0,77,0,16000001.0,2 to 5,,0
284,2,0,0,0,1,0,0,0,2,2019-10-21,2020-06-08,231,49,2,16000001.0,,,0
285,0,0,0,0,0,0,0,0,2,2020-02-24,2020-03-09,14,140,0,10666475.0,6 to 10,COMPUTER_SOFTWARE,0
286,1,0,0,0,1,0,0,0,3,2019-02-25,2019-06-17,112,406,1,16000001.0,6 to 10,E_LEARNING,0
287,0,0,0,0,0,0,0,0,1,2019-01-14,2019-01-14,0,560,0,16000001.0,2 to 5,,0
288,0,0,0,0,0,0,0,0,1,2019-11-18,2019-11-18,0,252,0,16000001.0,2 to 5,,0
289,0,0,0,0,0,0,0,0,1,2019-02-11,2019-02-11,0,532,0,16000001.0,26 to 50,,0
290,0,0,0,0,0,0,0,0,1,2020-06-22,2020-06-22,0,35,0,16000001.0,,,0
291,0,0,0,0,0,0,0,0,7,2019-07-15,2020-07-20,371,7,0,362293.0,201 to 1000,Technology - Software,0
292,1,0,0,2,1,0,0,1,2,2020-03-30,2020-04-13,14,105,3,3670510.0,2 to 5,,0
293,29,0,1,0,3,0,1,0,4,2020-01-06,2020-02-17,42,161,30,16000001.0,,,0
294,4,0,0,0,3,0,0,0,4,2019-04-15,2020-03-23,343,126,4,6608513.0,26 to 50,,0
296,0,0,0,0,0,0,0,0,1,2020-01-13,2020-01-13,0,196,0,6113.0,1001 to 10000,Non-Profit/Educational Institution,0
298,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,6934738.0,11 to 25,,0
299,3,0,0,0,1,0,0,0,2,2019-04-29,2019-06-03,35,420,3,16000001.0,,,0
300,95,6,0,87,26,3,0,31,33,2019-07-01,2020-07-27,392,0,188,16000001.0,11 to 25,MANAGEMENT_CONSULTING,0
301,1,0,0,0,1,0,0,0,1,2020-07-20,2020-07-20,0,7,1,16000001.0,2 to 5,,0
302,1,0,0,0,1,0,0,0,15,2019-01-28,2020-02-03,371,175,1,16000001.0,51 to 200,AIRLINES_AVIATION,0
305,5,0,1,0,2,0,1,0,4,2019-03-04,2019-04-01,28,483,6,16000001.0,2 to 5,,0
306,0,0,0,0,0,0,0,0,2,2020-03-30,2020-05-04,35,84,0,16000001.0,2 to 5,,0
307,1,0,0,0,1,0,0,0,1,2019-12-09,2019-12-09,0,231,1,2435163.0,51 to 200,ELECTRICAL_ELECTRONIC_MANUFACTURING,0
310,0,0,0,0,0,0,0,0,1,2019-10-14,2019-10-14,0,287,0,1486384.0,51 to 200,,0
311,7,0,0,0,1,0,0,0,2,2019-03-11,2019-06-10,91,413,7,16000001.0,6 to 10,,0
314,0,0,0,0,0,0,0,0,1,2020-05-25,2020-05-25,0,63,0,205011.0,1001 to 10000,,0
315,0,0,0,0,0,0,0,0,5,2019-06-24,2020-02-03,224,175,0,16000001.0,1,,0
316,0,0,0,0,0,0,0,0,1,2020-04-20,2020-04-20,0,98,0,16000001.0,201 to 1000,,0
317,1,0,0,0,1,0,0,0,1,2020-03-09,2020-03-09,0,140,1,16000001.0,51 to 200,,0
318,0,0,0,0,0,0,0,0,1,2019-03-04,2019-03-04,0,511,0,16000001.0,2 to 5,,0
320,96,2,6,0,3,2,2,0,5,2019-02-18,2019-11-11,266,259,104,16000001.0,6 to 10,EVENTS_SERVICES,0
321,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,16000001.0,26 to 50,MARKETING_AND_ADVERTISING,0
322,0,0,0,0,0,0,0,0,1,2020-02-03,2020-02-03,0,175,0,16000001.0,2 to 5,,0
323,43,19,0,0,3,3,0,0,2,2020-07-20,2020-07-27,7,0,62,354538.0,1001 to 10000,,0
324,1,0,0,0,1,0,0,0,4,2019-07-08,2020-01-27,203,182,1,16000001.0,1,,0
325,12,4,0,0,1,1,0,0,1,2019-09-16,2019-09-16,0,315,16,10529975.0,6 to 10,,0
326,9,0,0,0,2,0,0,0,7,2019-02-11,2019-08-12,182,350,9,16000001.0,26 to 50,,0
327,8,3,13,0,3,1,5,0,6,2019-05-06,2019-12-02,210,238,24,16000001.0,2 to 5,,0
328,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,1154768.0,26 to 50,HEALTH_WELLNESS_AND_FITNESS,0
331,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,7779619.0,26 to 50,Marketing Services,0
332,1,0,0,0,1,0,0,0,1,2019-11-11,2019-11-11,0,259,1,16000001.0,2 to 5,,0
333,0,0,0,0,0,0,0,0,5,2020-02-10,2020-05-25,105,63,0,16000001.0,26 to 50,,0
334,0,0,0,0,0,0,0,0,2,2019-01-21,2019-02-04,14,539,0,2363405.0,11 to 25,,0
335,0,0,0,0,0,0,0,0,2,2019-07-22,2020-02-10,203,168,0,16000001.0,,,0
336,1,0,0,0,1,0,0,0,1,2020-03-09,2020-03-09,0,140,1,16000001.0,6 to 10,,0
337,0,0,0,0,0,0,0,0,1,2019-06-10,2019-06-10,0,413,0,16000001.0,2 to 5,,0
338,2,0,0,0,1,0,0,0,1,2019-09-09,2019-09-09,0,322,2,,1,,0
339,7,1,0,0,3,1,0,0,8,2019-10-14,2020-03-23,161,126,8,16000001.0,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,0
340,0,0,0,0,0,0,0,0,1,2019-04-08,2019-04-08,0,476,0,168347.0,201 to 1000,MARKETING_AND_ADVERTISING,0
341,0,0,0,0,0,0,0,0,5,2019-06-03,2020-06-08,371,49,0,168347.0,201 to 1000,MARKETING_AND_ADVERTISING,0
342,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,5692307.0,1,,0
343,8,0,0,0,1,0,0,0,1,2020-01-06,2020-01-06,0,203,8,16000001.0,,,0
344,0,0,0,0,0,0,0,0,1,2020-06-08,2020-06-08,0,49,0,5790549.0,6 to 10,COMPUTER_SOFTWARE,0
345,0,1,0,0,0,1,0,0,1,2020-05-25,2020-05-25,0,63,1,16000001.0,2 to 5,,0
346,0,0,0,0,0,0,0,0,13,2020-01-06,2020-07-06,182,21,0,2888616.0,6 to 10,,0
347,0,1,0,0,0,1,0,0,1,2019-09-30,2019-09-30,0,301,1,16000001.0,1,,0
350,0,1,0,0,0,1,0,0,1,2020-06-22,2020-06-22,0,35,1,16000001.0,6 to 10,,0
351,15,0,1,0,3,0,1,0,3,2020-07-13,2020-07-27,14,0,16,16000001.0,11 to 25,,0
352,5,0,0,0,2,0,0,0,3,2019-07-22,2020-02-10,203,168,5,16000001.0,26 to 50,,0
354,0,0,0,0,0,0,0,0,1,2019-03-18,2019-03-18,0,497,0,558379.0,26 to 50,,0
355,0,0,0,0,0,0,0,0,1,2019-02-04,2019-02-04,0,539,0,558379.0,26 to 50,,0
356,0,0,0,0,0,0,0,0,1,2019-10-14,2019-10-14,0,287,0,16000001.0,2 to 5,,0
357,0,0,0,0,0,0,0,0,4,2019-05-27,2019-12-23,210,217,0,16000001.0,6 to 10,,0
358,0,0,0,0,0,0,0,0,1,2019-12-16,2019-12-16,0,224,0,16000001.0,6 to 10,MARKETING_AND_ADVERTISING,0
359,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,16000001.0,1,,0
360,0,0,0,0,0,0,0,0,2,2019-09-02,2020-04-06,217,112,0,104268.0,11 to 25,Media & Publishing,0
361,0,0,0,0,0,0,0,0,1,2020-04-20,2020-04-20,0,98,0,6014989.0,2 to 5,,0
362,0,0,0,0,0,0,0,0,4,2020-06-08,2020-07-06,28,21,0,16000001.0,,,0
364,15,0,0,0,2,0,0,0,4,2019-12-23,2020-01-13,21,196,15,16000001.0,6 to 10,,0
365,0,0,0,0,0,0,0,0,3,2020-05-11,2020-06-22,42,35,0,16000001.0,11 to 25,,0
368,89,0,218,0,5,0,5,0,8,2019-03-11,2019-11-11,245,259,307,16000001.0,6 to 10,,0
369,0,0,0,0,0,0,0,0,1,2020-02-10,2020-02-10,0,168,0,401.0,1001 to 10000,PUBLISHING,0
370,1,0,0,0,1,0,0,0,2,2020-02-17,2020-04-13,56,105,1,16000001.0,1,,0
371,0,0,0,0,0,0,0,0,1,2019-12-02,2019-12-02,0,238,0,54693.0,1001 to 10000,Consulting/Advisory,0
372,158,13,13,1,31,8,7,1,68,2019-01-07,2020-07-27,567,0,185,16000001.0,11 to 25,COMPUTER_SOFTWARE,0
373,0,0,0,0,0,0,0,0,5,2019-06-17,2020-01-13,210,196,0,16000001.0,26 to 50,,0
374,0,0,0,0,0,0,0,0,1,2020-04-20,2020-04-20,0,98,0,272490.0,6 to 10,,0
375,0,0,0,0,0,0,0,0,1,2019-04-15,2019-04-15,0,469,0,16000001.0,1,,0
378,143,22,7,2,12,5,1,1,14,2019-02-25,2019-08-19,175,343,174,16000001.0,2 to 5,,0
380,0,0,0,0,0,0,0,0,1,2019-02-11,2019-02-11,0,532,0,16000001.0,201 to 1000,,0
381,0,0,0,0,0,0,0,0,3,2019-06-17,2020-01-06,203,203,0,16000001.0,11 to 25,,0
384,1,0,0,0,1,0,0,0,1,2020-05-04,2020-05-04,0,84,1,16000001.0,11 to 25,,0
385,0,0,0,0,0,0,0,0,1,2020-03-23,2020-03-23,0,126,0,1684657.0,51 to 200,Technology - Software,0
387,0,0,0,0,0,0,0,0,3,2019-01-28,2019-04-08,70,476,0,1039248.0,201 to 1000,Consulting/Advisory,0
389,34,74,1,0,17,17,1,0,8,2019-10-28,2020-06-01,217,56,109,16000001.0,2 to 5,,0
390,0,0,0,0,0,0,0,0,2,2019-07-01,2020-01-20,203,189,0,16000001.0,,,0
391,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,16000001.0,11 to 25,,0
394,142,58,64,4,5,1,4,2,7,2020-03-16,2020-06-01,77,56,268,9768614.0,11 to 25,,0
396,23,0,0,0,6,0,0,0,42,2019-09-09,2020-07-27,322,0,23,16000001.0,6 to 10,,0
397,0,0,0,0,0,0,0,0,1,2019-07-15,2019-07-15,0,378,0,16000001.0,,,0
398,0,0,0,0,0,0,0,0,4,2019-05-27,2019-12-09,196,231,0,16000001.0,1,,0
400,0,0,0,0,0,0,0,0,2,2019-11-25,2019-12-23,28,217,0,16000001.0,2 to 5,,0
401,0,0,0,0,0,0,0,0,1,2019-11-04,2019-11-04,0,266,0,16000001.0,,,0
404,3,2,0,0,1,1,0,0,3,2019-12-02,2020-01-13,42,196,5,16000001.0,1,,0
405,0,0,0,0,0,0,0,0,1,2019-10-28,2019-10-28,0,273,0,,51 to 200,COMPUTER_SOFTWARE,0
406,107,87,12,0,16,14,7,0,19,2019-09-30,2020-06-29,273,28,206,16000001.0,51 to 200,,0
407,0,0,0,0,0,0,0,0,3,2019-10-07,2019-11-04,28,266,0,16000001.0,1,,0
411,0,0,0,0,0,0,0,0,1,2019-11-11,2019-11-11,0,259,0,3855144.0,26 to 50,,0
412,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,1,,0
413,3,0,0,0,2,0,0,0,3,2019-10-14,2020-02-24,133,154,3,16000001.0,2 to 5,,0
414,0,0,0,0,0,0,0,0,5,2020-01-06,2020-02-03,28,175,0,16000001.0,1,,0
415,0,0,0,0,0,0,0,0,3,2019-05-06,2019-12-23,231,217,0,16000001.0,2 to 5,,0
417,3,167,231,0,3,35,35,0,45,2019-05-13,2020-07-27,441,0,401,16000001.0,11 to 25,,0
419,0,0,0,0,0,0,0,0,1,2020-04-27,2020-04-27,0,91,0,6587371.0,2 to 5,,0
421,0,0,0,0,0,0,0,0,1,2019-06-03,2019-06-03,0,420,0,2716436.0,6 to 10,,0
422,2,0,0,0,1,0,0,0,2,2019-06-03,2019-12-23,203,217,2,16000001.0,1,,0
424,0,0,0,0,0,0,0,0,2,2019-03-18,2019-09-16,182,315,0,119911.0,51 to 200,HIGHER_EDUCATION,0
425,1,0,0,0,1,0,0,0,2,2019-01-28,2019-02-18,21,525,1,16000001.0,1,,0
426,2,0,0,0,2,0,0,0,3,2020-02-10,2020-03-02,21,147,2,155275.0,1001 to 10000,Technology - Software,0
429,2,0,0,0,1,0,0,0,5,2019-07-22,2020-01-27,189,182,2,2286123.0,26 to 50,,0
430,1,0,0,0,1,0,0,0,2,2019-05-13,2019-11-18,189,252,1,16000001.0,1,,0
431,0,0,0,0,0,0,0,0,1,2019-02-11,2019-02-11,0,532,0,16000001.0,,,0
432,2,0,0,0,1,0,0,0,1,2020-07-06,2020-07-06,0,21,2,947362.0,6 to 10,Consulting/Advisory,0
433,1,0,0,0,1,0,0,0,1,2019-03-25,2019-03-25,0,490,1,16000001.0,6 to 10,,0
435,0,0,0,5,0,0,0,2,3,2020-06-01,2020-07-27,56,0,5,16000001.0,6 to 10,,0
438,0,0,0,0,0,0,0,0,1,2019-07-29,2019-07-29,0,364,0,16000001.0,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,0
439,0,0,0,0,0,0,0,0,1,2019-10-14,2019-10-14,0,287,0,16000001.0,11 to 25,,0
440,0,0,0,0,0,0,0,0,2,2019-08-19,2019-08-26,7,336,0,8962586.0,2 to 5,,0
441,0,0,0,0,0,0,0,0,1,2020-06-08,2020-06-08,0,49,0,,1,,0
448,0,0,0,0,0,0,0,0,1,2020-07-13,2020-07-13,0,14,0,16000001.0,2 to 5,,0
449,2,0,0,0,2,0,0,0,2,2019-08-19,2019-08-26,7,336,2,16000001.0,6 to 10,,0
450,0,0,0,0,0,0,0,0,1,2020-01-27,2020-01-27,0,182,0,16000001.0,51 to 200,,0
452,0,0,0,0,0,0,0,0,1,2020-03-09,2020-03-09,0,140,0,16000001.0,11 to 25,,0
453,0,0,0,0,0,0,0,0,1,2020-05-25,2020-05-25,0,63,0,16000001.0,,,0
454,1,0,0,0,1,0,0,0,4,2019-01-14,2019-09-16,245,315,1,5157753.0,,,0
455,0,0,0,0,0,0,0,0,2,2019-07-22,2020-01-20,182,189,0,1392042.0,2 to 5,,0
456,49,13,0,0,10,6,0,0,22,2020-01-20,2020-07-27,189,0,62,96711.0,1001 to 10000,Manufacturing,0
457,0,0,0,0,0,0,0,0,1,2020-04-13,2020-04-13,0,105,0,6604880.0,6 to 10,,0
458,2,0,5,0,2,0,2,0,16,2019-08-05,2020-04-20,259,98,7,16000001.0,6 to 10,,0
461,4,15,22,0,1,1,1,0,1,2020-05-18,2020-05-18,0,70,41,16000001.0,26 to 50,,0
462,27,0,0,8,10,0,0,4,27,2019-06-17,2020-04-06,294,112,35,4957286.0,2 to 5,,0
463,0,0,0,0,0,0,0,0,7,2019-09-09,2020-01-13,126,196,0,2119714.0,6 to 10,,0
464,0,0,0,0,0,0,0,0,4,2019-03-25,2019-10-21,210,280,0,2003967.0,51 to 200,Consulting/Advisory,0
466,0,0,0,0,0,0,0,0,1,2020-01-27,2020-01-27,0,182,0,2127968.0,51 to 200,,0
467,0,0,0,0,0,0,0,0,1,2020-03-23,2020-03-23,0,126,0,16000001.0,6 to 10,NON_PROFIT_ORGANIZATION_MANAGEMENT,0
468,1,1,2,0,1,1,1,0,4,2019-06-10,2020-02-03,238,175,4,16000001.0,6 to 10,,0
469,3081,452,119,51,243,73,36,23,69,2019-02-11,2020-07-27,532,0,3703,3308185.0,11 to 25,,0
470,0,1,1,0,0,1,1,0,1,2020-06-29,2020-06-29,0,28,2,16000001.0,201 to 1000,LAW_ENFORCEMENT,0
472,3,0,0,0,2,0,0,0,4,2020-06-15,2020-07-20,35,7,3,16000001.0,,,0
473,0,0,0,0,0,0,0,0,1,2019-04-22,2019-04-22,0,462,0,16000001.0,2 to 5,,0
474,408,0,0,0,6,0,0,0,9,2019-04-01,2020-02-17,322,161,408,16000001.0,6 to 10,,0
475,0,0,0,0,0,0,0,0,1,2019-11-11,2019-11-11,0,259,0,16000001.0,26 to 50,,0
478,5,1,2,0,1,1,1,0,8,2019-05-20,2019-12-09,203,231,8,1577631.0,6 to 10,,0
483,0,0,0,0,0,0,0,0,2,2019-04-22,2019-05-20,28,434,0,16000001.0,2 to 5,,0
484,0,0,0,0,0,0,0,0,2,2019-04-22,2019-10-21,182,280,0,16000001.0,"10,001 or more",,0
486,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,16000001.0,1,,0
487,0,0,0,0,0,0,0,0,1,2019-12-02,2019-12-02,0,238,0,16000001.0,1,,0
489,93,0,0,1,7,0,0,1,9,2019-12-30,2020-03-02,63,147,94,3226740.0,26 to 50,REAL_ESTATE,0
490,0,2,0,0,0,2,0,0,3,2019-04-22,2019-12-09,231,231,2,16000001.0,26 to 50,,0
492,0,0,0,0,0,0,0,0,1,2019-06-17,2019-06-17,0,406,0,16000001.0,51 to 200,,0
493,19,0,0,0,1,0,0,0,1,2019-11-11,2019-11-11,0,259,19,16000001.0,11 to 25,,0
494,12,1,0,0,1,1,0,0,1,2020-06-01,2020-06-01,0,56,13,378037.0,11 to 25,,0
497,0,0,0,0,0,0,0,0,3,2019-04-22,2019-11-18,210,252,0,5366939.0,201 to 1000,,0
498,0,0,0,0,0,0,0,0,12,2019-11-04,2020-05-11,189,77,0,16000001.0,2 to 5,,0
499,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,1,,0
500,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,16000001.0,2 to 5,,0
501,1,0,0,0,1,0,0,0,1,2019-10-14,2019-10-14,0,287,1,29917.0,6 to 10,,0
503,0,0,0,0,0,0,0,0,2,2019-02-18,2019-03-04,14,511,0,16000001.0,,,0
504,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,16000001.0,1,,0
506,13,2,0,0,1,1,0,0,1,2020-06-01,2020-06-01,0,56,15,16000001.0,6 to 10,,0
508,4,0,0,0,2,0,0,0,2,2019-09-23,2020-02-24,154,154,4,16000001.0,1,,0
510,2,0,0,0,1,0,0,0,1,2019-09-09,2019-09-09,0,322,2,16000001.0,6 to 10,,0
511,1,0,0,0,1,0,0,0,1,2020-01-06,2020-01-06,0,203,1,16000001.0,1,,0
514,1,0,0,0,1,0,0,0,1,2020-05-04,2020-05-04,0,84,1,1740005.0,201 to 1000,RETAIL,0
515,12,0,0,0,5,0,0,0,8,2020-05-04,2020-07-27,84,0,12,16000001.0,2 to 5,,0
516,0,0,0,0,0,0,0,0,1,2020-03-09,2020-03-09,0,140,0,16000001.0,2 to 5,,0
517,6,0,0,0,3,0,0,0,3,2019-12-02,2020-02-17,77,161,6,,"10,001 or more",,0
518,3,0,0,0,1,0,0,0,3,2019-02-18,2019-09-16,210,315,3,1110067.0,26 to 50,,0
522,44,0,0,0,1,0,0,0,1,2020-04-27,2020-04-27,0,91,44,16000001.0,26 to 50,,0
523,0,0,0,0,0,0,0,0,5,2019-05-27,2019-12-02,189,238,0,1236492.0,201 to 1000,Finance and Insurance,0
524,0,1,0,0,0,1,0,0,1,2019-09-30,2019-09-30,0,301,1,16000001.0,11 to 25,,0
529,0,0,0,0,0,0,0,0,1,2019-11-11,2019-11-11,0,259,0,16000001.0,6 to 10,,0
530,0,0,0,0,0,0,0,0,4,2020-03-23,2020-04-13,21,105,0,16000001.0,2 to 5,,0
531,1,0,0,0,1,0,0,0,3,2019-04-01,2019-10-21,203,280,1,16000001.0,2 to 5,,0
532,6,0,0,0,1,0,0,0,1,2020-05-04,2020-05-04,0,84,6,2466436.0,201 to 1000,ARCHITECTURE_PLANNING,0
533,0,0,0,0,0,0,0,0,4,2019-06-03,2019-10-07,126,294,0,9014999.0,2 to 5,,0
534,0,0,64,0,0,0,3,0,3,2020-06-22,2020-07-20,28,7,64,16000001.0,11 to 25,,0
535,0,0,0,0,0,0,0,0,2,2020-04-13,2020-04-20,7,98,0,49602.0,1001 to 10000,Technology,0
536,42,0,21,0,3,0,2,0,6,2019-03-25,2019-05-20,56,434,63,16000001.0,6 to 10,,0
539,0,0,0,0,0,0,0,0,2,2020-07-06,2020-07-27,21,0,0,1213075.0,11 to 25,,0
540,5,0,0,0,1,0,0,0,1,2020-05-25,2020-05-25,0,63,5,16000001.0,2 to 5,,0
541,0,0,0,0,0,0,0,0,1,2019-12-16,2019-12-16,0,224,0,16000001.0,1,,0
544,0,0,0,0,0,0,0,0,5,2020-06-01,2020-07-06,35,21,0,13643.0,"10,001 or more",BUSINESS_SUPPLIES_AND_EQUIPMENT,0
545,0,0,0,0,0,0,0,0,1,2020-07-27,2020-07-27,0,0,0,16000001.0,6 to 10,,0
547,0,0,0,0,0,0,0,0,1,2020-07-20,2020-07-20,0,7,0,16000001.0,6 to 10,,0
548,2883,48,55,5,162,27,13,3,65,2019-01-07,2020-07-20,560,7,2991,16000001.0,26 to 50,Other services,0
549,0,0,0,0,0,0,0,0,2,2020-03-16,2020-03-30,14,119,0,6316102.0,51 to 200,,0
550,0,0,0,0,0,0,0,0,1,2019-12-23,2019-12-23,0,217,0,41935.0,201 to 1000,INFORMATION_SERVICES,0
551,0,0,0,0,0,0,0,0,1,2020-05-18,2020-05-18,0,70,0,1810528.0,6 to 10,,0
552,0,0,0,0,0,0,0,0,2,2019-04-15,2019-05-13,28,441,0,16000001.0,2 to 5,,0
554,0,0,0,0,0,0,0,0,1,2019-03-04,2019-03-04,0,511,0,16000001.0,,,0
555,113,34,463,0,4,5,6,0,7,2020-05-25,2020-07-27,63,0,610,16000001.0,2 to 5,HIGHER_EDUCATION,0
556,0,0,0,0,0,0,0,0,1,2020-02-03,2020-02-03,0,175,0,16000001.0,,,0
559,1,0,0,0,1,0,0,0,1,2019-01-21,2019-01-21,0,553,1,16000001.0,6 to 10,,0
561,2,0,0,0,2,0,0,0,13,2019-02-25,2019-11-25,273,245,2,16000001.0,1,,0
562,5,0,0,0,2,0,0,0,8,2020-01-27,2020-07-20,175,7,5,16000001.0,2 to 5,,0
563,1,2,0,0,1,1,0,0,1,2020-07-13,2020-07-13,0,14,3,16000001.0,6 to 10,,0
565,0,0,0,0,0,0,0,0,1,2020-05-04,2020-05-04,0,84,0,16000001.0,1,,0
566,0,0,0,0,0,0,0,0,3,2020-04-13,2020-05-11,28,77,0,430536.0,1001 to 10000,RESTAURANTS,0
567,0,0,0,0,0,0,0,0,2,2019-07-29,2020-01-06,161,203,0,10149007.0,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,0
568,0,0,0,5,0,0,0,1,4,2020-03-16,2020-04-20,35,98,5,430747.0,1001 to 10000,Real Estate & Construction,0
569,0,0,0,0,0,0,0,0,6,2020-03-02,2020-05-11,70,77,0,16000001.0,6 to 10,,0
571,0,0,0,0,0,0,0,0,6,2020-03-30,2020-06-08,70,49,0,15212.0,1001 to 10000,Consumer Products,0
572,0,0,0,0,0,0,0,0,2,2020-01-27,2020-02-17,21,161,0,15212.0,1001 to 10000,Consumer Products,0
573,0,0,0,0,0,0,0,0,1,2020-06-01,2020-06-01,0,56,0,15212.0,1001 to 10000,Consumer Products,0
575,0,0,0,0,0,0,0,0,1,2020-06-29,2020-06-29,0,28,0,796818.0,201 to 1000,,0
576,0,0,0,0,0,0,0,0,2,2020-02-17,2020-02-24,7,154,0,604.0,51 to 200,eCommerce,0
579,54,32,86,0,11,9,19,0,23,2019-12-09,2020-07-27,231,0,172,16000001.0,2 to 5,,0
581,0,0,0,0,0,0,0,0,2,2019-09-09,2019-09-23,14,308,0,16000001.0,6 to 10,MARKETING_AND_ADVERTISING,0
582,0,0,0,0,0,0,0,0,4,2019-04-01,2019-07-01,91,392,0,2314920.0,,,0
583,0,0,0,0,0,0,0,0,1,2020-07-13,2020-07-13,0,14,0,16000001.0,1,,0
584,28,0,0,0,3,0,0,0,9,2019-02-04,2019-09-16,224,315,28,16000001.0,6 to 10,,0
586,0,7,2,0,0,2,1,0,3,2019-11-18,2020-03-02,105,147,9,16000001.0,2 to 5,,0
587,1,0,0,0,1,0,0,0,1,2019-12-16,2019-12-16,0,224,1,16000001.0,,,0
588,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,8388387.0,51 to 200,MARKETING_AND_ADVERTISING,0
591,0,0,0,0,0,0,0,0,4,2019-02-18,2020-05-18,455,70,0,16000001.0,6 to 10,,0
592,0,0,0,0,0,0,0,0,1,2019-12-16,2019-12-16,0,224,0,370610.0,1001 to 10000,Consulting/Advisory,0
593,3,103,108,0,1,15,12,0,17,2020-01-06,2020-07-27,203,0,214,16000001.0,1,,0
594,1,0,0,0,1,0,0,0,1,2020-02-17,2020-02-17,0,161,1,786439.0,11 to 25,,0
595,0,5,0,0,0,2,0,0,2,2019-07-08,2019-07-15,7,378,5,16000001.0,2 to 5,,0
596,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,16000001.0,1,,0
597,6,3,0,0,2,1,0,0,7,2020-02-10,2020-05-25,105,63,9,16000001.0,1,,0
600,0,0,0,0,0,0,0,0,1,2020-02-03,2020-02-03,0,175,0,167250.0,1001 to 10000,BANKING,0
602,0,0,0,0,0,0,0,0,1,2019-09-23,2019-09-23,0,308,0,16000001.0,1,,0
604,0,0,0,0,0,0,0,0,2,2020-05-11,2020-05-18,7,70,0,1855707.0,26 to 50,,0
605,1,0,34,0,1,0,3,0,5,2019-09-16,2020-05-04,231,84,35,3979819.0,2 to 5,,0
606,0,0,0,0,0,0,0,0,2,2019-04-01,2019-10-21,203,280,0,16000001.0,6 to 10,,0
608,4,0,0,0,2,0,0,0,5,2019-02-25,2019-09-23,210,308,4,16000001.0,1,,0
609,1,0,0,0,1,0,0,0,2,2019-09-02,2019-09-16,14,315,1,16000001.0,2 to 5,,0
610,8,0,0,1,5,0,0,1,5,2020-05-11,2020-07-13,63,14,9,16000001.0,6 to 10,FOOD_PRODUCTION,0
611,0,0,0,0,0,0,0,0,1,2020-03-30,2020-03-30,0,119,0,2320846.0,6 to 10,,0
614,0,0,0,0,0,0,0,0,1,2020-06-15,2020-06-15,0,42,0,16000001.0,51 to 200,,0
615,0,0,0,0,0,0,0,0,4,2019-01-07,2019-05-06,119,448,0,5414370.0,51 to 200,MARKETING_AND_ADVERTISING,0
616,12718,20,491,0,169,11,85,0,69,2019-01-07,2020-07-27,567,0,13229,16000001.0,2 to 5,,0
617,1,0,0,0,1,0,0,0,1,2019-08-19,2019-08-19,0,343,1,16000001.0,1,,0
619,3,0,0,0,1,0,0,0,2,2020-04-13,2020-04-20,7,98,3,16000001.0,6 to 10,MUSIC,0
620,4,0,0,0,1,0,0,0,1,2019-10-07,2019-10-07,0,294,4,9043759.0,6 to 10,,0
622,85,18,49,0,10,8,5,0,17,2019-07-15,2020-06-08,329,49,152,16000001.0,,,0
624,23,8,0,0,5,3,0,0,6,2020-03-23,2020-07-06,105,21,31,16000001.0,6 to 10,,0
625,0,0,0,0,0,0,0,0,2,2019-12-02,2019-12-09,7,231,0,16000001.0,2 to 5,,0
